City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Honningsvag,70.9821,25.9704,19.15,73,29,0.0,NO,scattered clouds
348,Qaqortoq,60.7167,-46.0333,29.03,67,82,6.8,GL,broken clouds
349,Karpathos,35.507,27.2132,53.56,82,5,8.05,GR,clear sky
350,Sucha Beskidzka,49.7419,19.5943,43.2,54,8,4.68,PL,clear sky
351,Morgan City,29.6994,-91.2068,78.03,69,20,14.97,US,few clouds
352,Druzhba,52.0428,33.9453,26.24,58,64,11.36,UA,broken clouds
353,Kieta,-6.2167,155.6333,81.97,79,99,4.12,PG,overcast clouds
354,Paso De Los Toros,-32.8167,-56.5167,66.7,68,0,5.55,UY,clear sky
355,Katangli,51.7102,143.2326,15.89,83,100,24.63,RU,overcast clouds
356,Kaeo,-35.1,173.7833,73.33,71,2,3.56,NZ,clear sky
357,Perth,-31.9333,115.8333,65.08,80,75,20.71,AU,broken clouds
358,Anaco,9.4389,-64.4728,86.88,48,98,10.36,VE,overcast clouds
359,Kuching,1.55,110.3333,75.42,94,40,2.3,MY,scattered clouds
360,Anadyr,64.75,177.4833,0.1,85,75,4.47,RU,light snow
361,Pueblo Nuevo,23.3833,-105.3833,74.12,15,6,9.1,MX,clear sky
362,Pocone,-16.2567,-56.6228,78.01,76,74,5.55,BR,broken clouds
363,Lima,-12.0432,-77.0282,73.65,60,0,10.36,PE,clear sky
364,Egvekinot,66.3167,-179.1667,2.71,86,9,1.21,RU,clear sky
365,San Carlos De Bariloche,-41.1456,-71.3082,51.55,43,20,24.16,AR,few clouds
366,Paramirim,-13.4425,-42.2389,79.07,54,100,4.88,BR,overcast clouds
367,Shubarshi,48.5872,57.1869,34.47,87,100,14.58,KZ,overcast clouds
368,Russell,32.3502,-85.1999,72.68,29,40,13.8,US,scattered clouds
369,Chernyy Yar,48.0624,46.1091,33.82,65,97,17.25,RU,overcast clouds
370,General Higinio Morinigo,-25.95,-55.9167,67.15,80,0,3.09,PY,clear sky
371,Krasnoselkup,65.7,82.4667,-1.98,100,79,6.58,RU,broken clouds
372,Sao Joao Da Barra,-21.6403,-41.0511,78.08,90,0,12.68,BR,clear sky
373,Port-Gentil,-0.7193,8.7815,82.36,89,40,10.36,GA,scattered clouds
374,Cradock,-32.1642,25.6192,67.68,39,86,3.98,ZA,overcast clouds
375,Xai-Xai,-25.0519,33.6442,73.09,89,7,5.82,MZ,clear sky
376,Morecambe,54.0684,-2.8611,55.22,84,95,1.97,GB,overcast clouds
377,Ko Samui,9.5357,99.9357,84.07,74,37,3.49,TH,scattered clouds
378,Kudymkar,59.0173,54.656,29.77,98,100,7.72,RU,light snow
379,Mount Gambier,-37.8333,140.7667,62.51,88,40,5.75,AU,mist
380,Akyab,20.15,92.9,78.13,83,27,3.33,MM,scattered clouds
381,Luderitz,-26.6481,15.1594,65.41,65,0,5.12,NA,clear sky
382,Inhambane,-23.865,35.3833,74.14,85,4,7.09,MZ,clear sky
383,Coracao De Jesus,-16.6853,-44.365,77.83,49,66,6.44,BR,broken clouds
384,Ayan,56.45,138.1667,7.86,88,28,5.06,RU,scattered clouds
385,Meulaboh,4.1363,96.1285,76.87,86,96,3.53,ID,overcast clouds
386,Saurimo,-9.6608,20.3916,65.91,97,82,3.27,AO,light rain
387,Yumen,40.2833,97.2,45.63,21,83,16.75,CN,broken clouds
388,Mashhad,36.297,59.6062,44.74,70,0,0.0,IR,clear sky
389,Grants,35.1473,-107.8514,75.43,5,0,9.22,US,clear sky
390,Upata,8.0086,-62.3989,80.55,62,91,8.75,VE,overcast clouds
391,Farah,32.5,62.5,60.22,15,0,1.45,AF,clear sky
392,Mustafabad,30.8922,73.4989,74.44,10,0,6.31,PK,clear sky
393,Mindelo,16.8901,-24.9804,71.15,68,75,2.3,CV,broken clouds
394,Kapoeta,4.7717,33.5903,82.33,52,69,7.45,SS,light rain
395,Labuhan,-6.8844,112.2051,78.8,83,95,5.93,ID,light rain
396,Sarh,9.1429,18.3923,84.11,20,0,0.0,TD,clear sky
397,Fairbanks,64.8378,-147.7164,36.01,64,0,5.75,US,clear sky
398,Wum,6.3833,10.0667,72.79,23,34,2.77,CM,scattered clouds
399,Betsiamites,48.9413,-68.646,32.4,97,100,1.07,CA,overcast clouds
400,Piacabucu,-10.4056,-36.4344,79.5,82,98,9.46,BR,overcast clouds
401,Ilulissat,69.2167,-51.1,20.12,73,72,8.41,GL,broken clouds
402,Celestun,20.8667,-90.4,78.75,55,0,14.88,MX,clear sky
403,Emba,48.8264,58.1442,32.88,84,100,15.3,KZ,overcast clouds
404,Ishigaki,24.3448,124.1572,68.13,100,100,17.27,JP,overcast clouds
405,Znamenskoye,57.1281,73.8282,-3.32,100,100,3.78,RU,overcast clouds
406,Nuuk,64.1835,-51.7216,32.61,59,100,3.44,GL,overcast clouds
407,Broken Hill,-31.95,141.4333,64.11,68,53,0.0,AU,broken clouds
408,Vostok,46.4856,135.8833,22.06,95,100,3.65,RU,light snow
409,Xuanhua,40.6103,115.0447,37.85,35,2,3.71,CN,clear sky
410,Kahului,20.8947,-156.47,82.42,47,20,21.85,US,few clouds
411,Orumiyeh,37.5527,45.0761,33.35,55,0,6.91,IR,clear sky
412,Havre-Saint-Pierre,50.2334,-63.5986,32.36,100,100,16.11,CA,overcast clouds
413,Brandon,27.9378,-82.2859,78.08,33,0,5.99,US,clear sky
414,Sanghar,26.0466,68.9481,81.34,15,0,9.13,PK,clear sky
415,Namie,37.4833,141.0,47.98,65,100,16.78,JP,overcast clouds
416,Henties Bay,-22.116,14.2845,65.03,88,1,6.24,NA,clear sky
417,Tarakan,3.3,117.6333,72.9,94,20,2.3,ID,few clouds
418,Leningradskiy,69.3833,178.4167,-3.42,86,14,3.06,RU,few clouds
419,Salalah,17.0151,54.0924,77.09,53,0,3.44,OM,clear sky
420,Poquoson,37.1224,-76.3458,54.0,36,75,19.57,US,broken clouds
421,Mizdah,31.4451,12.9801,65.98,27,45,6.31,LY,scattered clouds
422,High Level,58.5169,-117.136,33.91,60,20,3.44,CA,few clouds
423,Faya,18.3851,42.4509,59.11,39,0,4.94,SA,clear sky
424,Seleron,41.1333,25.0,46.74,74,0,2.51,GR,clear sky
425,Nizhniy Baskunchak,48.2198,46.8311,34.38,70,98,16.55,RU,light snow
426,Paamiut,61.994,-49.6678,25.93,80,96,0.58,GL,overcast clouds
427,Nioro,13.35,-15.75,80.55,34,100,8.39,GM,overcast clouds
428,Rondonopolis,-16.4708,-54.6356,77.32,83,73,3.13,BR,light rain
429,Parana,-31.732,-60.5238,68.47,88,25,4.32,AR,scattered clouds
430,Bereznik,62.8551,42.7072,13.06,87,51,9.42,RU,broken clouds
431,Kaitangata,-46.2817,169.8464,58.57,79,6,2.21,NZ,clear sky
432,Omboue,-1.5746,9.2618,78.89,91,78,6.87,GA,light rain
433,Novikovo,51.1537,37.8879,25.81,67,77,16.17,RU,broken clouds
434,Pevek,69.7008,170.3133,-13.09,97,45,7.16,RU,scattered clouds
435,Sasovo,54.3537,41.9199,21.79,79,100,18.05,RU,overcast clouds
436,Kastamonu,41.5,33.6667,31.17,94,60,3.38,TR,broken clouds
437,Shitanjing,39.2342,106.3439,38.07,34,33,9.22,CN,scattered clouds
438,Saldanha,-33.0117,17.9442,63.43,73,6,4.43,ZA,clear sky
439,Ridgecrest,35.6225,-117.6709,80.46,8,0,18.41,US,clear sky
440,Sindou,10.6667,-5.1667,88.27,36,9,2.46,BF,clear sky
441,Sarangani,5.4033,125.4636,81.43,74,64,12.48,PH,broken clouds
442,Balykshi,47.0667,51.8667,39.2,87,75,20.13,KZ,mist
443,Merrill,45.1805,-89.6835,28.17,29,0,10.36,US,clear sky
444,Taltal,-25.4,-70.4833,68.47,73,24,5.26,CL,few clouds
445,Arequipa,-16.3989,-71.535,64.47,55,20,11.5,PE,few clouds
446,Guayaramerin,-10.8368,-65.3614,76.37,87,99,2.62,BO,moderate rain
447,Tambacounda,13.7539,-13.7586,89.65,17,0,6.91,SN,clear sky
448,Dolni Dabnik,43.4,24.4333,49.82,62,0,6.91,BG,clear sky
449,Swan River,52.1058,-101.2676,19.29,49,88,8.05,CA,overcast clouds
450,Varhaug,58.6147,5.6457,42.89,94,100,11.16,NO,overcast clouds
451,Belle Fourche,44.6714,-103.8522,68.5,24,89,10.71,US,overcast clouds
452,Floro,61.5996,5.0328,46.96,100,75,10.36,NO,broken clouds
453,Homer,59.6425,-151.5483,35.8,82,100,10.36,US,light snow
454,Sur,22.5667,59.5289,78.94,53,0,1.36,OM,clear sky
455,Tres Arroyos,-38.3739,-60.2798,61.05,63,0,6.06,AR,clear sky
456,Tawang,27.5833,91.8667,41.32,88,55,1.81,IN,broken clouds
457,Sovetskiy,61.3614,63.5842,22.86,92,100,14.23,RU,overcast clouds
458,Soure,-0.7167,-48.5233,78.76,85,100,9.98,BR,overcast clouds
459,Coahuayana,18.7333,-103.6833,88.39,30,15,7.65,MX,few clouds
460,Ruidoso,33.3317,-105.673,75.06,8,0,13.8,US,clear sky
461,Costinesti,43.95,28.6333,38.44,56,91,5.55,RO,overcast clouds
462,Kushmurun,52.4503,64.6311,13.8,94,25,12.62,KZ,scattered clouds
463,Ahipara,-35.1667,173.1667,68.61,59,0,4.45,NZ,clear sky
464,Marawi,7.9986,124.2928,67.17,93,31,1.7,PH,scattered clouds
465,Nyaunglebin,17.95,96.7333,76.78,83,11,3.69,MM,few clouds
466,Charagua,-19.8,-63.2167,80.17,56,3,4.92,BO,clear sky
467,Cabra,37.4725,-4.4421,57.65,66,97,1.99,ES,overcast clouds
468,Andenes,69.3143,16.1194,26.58,74,0,23.02,NO,clear sky
469,Esmeraldas,-19.7625,-44.3139,83.44,79,29,1.99,BR,scattered clouds
470,Buka,40.8108,69.1986,46.22,60,3,6.02,UZ,clear sky
471,Avera,33.194,-82.5271,67.51,36,2,15.21,US,clear sky
472,Mala,-12.6581,-76.6308,73.63,75,62,6.4,PE,broken clouds
473,Tangshan,39.6333,118.1833,40.23,38,0,5.61,CN,clear sky
474,Yokadouma,3.5167,15.05,79.84,36,94,1.7,CM,overcast clouds
475,Manado,1.487,124.8455,75.97,94,20,1.14,ID,few clouds
476,Corn Island,12.1694,-83.0418,80.8,69,98,15.77,NI,overcast clouds
477,Bathsheba,13.2167,-59.5167,79.41,69,75,14.97,BB,broken clouds
478,Rantepao,-2.9701,119.8978,64.35,92,100,3.27,ID,overcast clouds
479,Rawatbhata,24.9333,75.5833,79.72,14,2,5.79,IN,clear sky
480,Barcelos,41.5388,-8.6151,60.85,75,92,4.52,PT,overcast clouds
481,Erenhot,43.6475,111.9767,35.38,29,42,15.08,CN,scattered clouds
482,Kedrovyy,56.1667,91.8167,1.87,98,40,2.28,RU,scattered clouds
483,Taraz,42.9,71.3667,32.41,93,5,6.71,KZ,clear sky
484,Rudnya,54.947,31.0934,22.77,72,99,4.76,RU,overcast clouds
485,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.78,85,94,8.37,BR,overcast clouds
486,Ormara,25.2088,64.6357,77.76,74,0,12.77,PK,clear sky
487,Peniche,39.3558,-9.3811,65.1,66,100,11.41,PT,overcast clouds
488,Filingue,14.3521,3.3168,83.26,8,4,12.37,NE,clear sky
489,Maneadero,31.7167,-116.5667,64.09,73,74,4.0,MX,broken clouds
490,Ihlow,51.8833,13.3333,44.4,83,5,3.87,DE,clear sky
491,Jiaohe,43.7286,127.3447,30.83,63,8,4.99,CN,clear sky
492,Rio De Janeiro,-22.9028,-43.2075,79.0,71,75,9.22,BR,moderate rain
493,Raga,8.4596,25.678,75.78,12,100,3.09,SS,overcast clouds
494,Massakory,12.996,15.7293,78.73,8,7,16.91,TD,clear sky
495,Awbari,26.5921,12.7805,68.7,9,1,10.13,LY,clear sky
496,Margate,51.3813,1.3862,46.31,89,1,1.01,GB,clear sky
497,Gizo,-8.103,156.8419,82.53,77,79,5.91,SB,broken clouds
498,Hambantota,6.1241,81.1185,78.44,84,18,4.7,LK,few clouds
499,Harper,4.375,-7.7169,80.49,87,94,4.68,LR,overcast clouds
500,Outlook,51.5001,-107.0513,36.66,57,28,11.74,CA,scattered clouds
501,Kasongo-Lunda,-6.4667,16.8167,72.19,92,77,0.58,CD,light rain
502,Barra Dos Coqueiros,-10.9089,-37.0386,82.42,69,75,12.66,BR,broken clouds
503,Doka,13.5167,35.7667,83.12,29,4,12.97,SD,clear sky
504,Kamenka,51.3223,42.7678,23.74,86,100,18.68,RU,overcast clouds
505,Nuqui,5.7125,-77.2708,78.91,85,100,3.0,CO,overcast clouds
506,Beringovskiy,63.05,179.3167,5.02,89,48,6.29,RU,scattered clouds
507,Sidi Ali,36.0998,0.4206,54.03,80,53,12.17,DZ,broken clouds
508,Karaidel,55.8337,56.9069,33.04,98,100,11.16,RU,light snow
509,Praia Da Vitoria,38.7333,-27.0667,61.05,94,40,9.55,PT,scattered clouds
510,Djambala,-2.5447,14.7533,68.7,89,80,2.17,CG,light rain
511,Broome,42.2506,-75.833,27.86,75,100,19.57,US,overcast clouds
512,Vagur,61.4732,-6.8119,45.88,88,95,17.38,FO,overcast clouds
513,Forbes,-33.3833,148.0167,65.19,75,2,4.21,AU,clear sky
514,Pimentel,-6.8367,-79.9342,77.29,57,0,16.11,PE,clear sky
515,Tautira,-17.7333,-149.15,81.37,75,60,14.52,PF,light rain
516,Dubbo,-32.25,148.6167,66.33,88,40,9.22,AU,scattered clouds
517,Chudniv,50.052,28.1175,31.17,56,96,7.2,UA,overcast clouds
518,Karakol,42.4907,78.3936,28.17,81,88,3.33,KG,overcast clouds
519,Tias,28.9611,-13.645,64.08,77,20,4.61,ES,few clouds
520,Fukuma,33.7667,130.4667,53.15,62,100,16.08,JP,overcast clouds
521,Lorengau,-2.0226,147.2712,82.53,75,97,5.01,PG,overcast clouds
522,Carman,49.4992,-98.0016,21.54,62,23,6.91,CA,few clouds
523,Jaltenango,15.8719,-92.7247,89.73,26,97,4.07,MX,overcast clouds
524,Havelock,34.8791,-76.9013,61.99,28,0,16.11,US,clear sky
525,Olafsvik,64.8945,-23.7142,32.63,72,100,23.55,IS,overcast clouds
526,Maceio,-9.6658,-35.7353,78.24,88,75,0.0,BR,broken clouds
527,Lucapa,-8.4192,20.7447,67.21,93,100,1.21,AO,overcast clouds
528,Hay River,60.8156,-115.7999,6.76,72,75,4.61,CA,broken clouds
529,Meadow Lake,34.8014,-106.5436,80.06,7,99,3.56,US,overcast clouds
530,Pamanukan,-6.2842,107.8106,75.76,92,79,3.29,ID,broken clouds
531,Udaipura,23.0833,78.5,79.9,14,6,1.01,IN,clear sky
532,Kuppam,12.75,78.3667,73.38,76,7,2.35,IN,clear sky
533,Komsomolets,53.7453,62.0708,21.29,93,41,12.8,KZ,scattered clouds
534,Labrea,-7.2586,-64.7981,77.38,90,84,2.51,BR,broken clouds
535,Novi Sanzhary,49.3439,34.3108,30.09,51,32,8.63,UA,scattered clouds
536,Guanica,17.9716,-66.908,82.62,80,98,4.83,PR,overcast clouds
537,San Quintin,30.4833,-115.95,65.26,61,38,7.9,MX,scattered clouds
538,Malartic,48.1335,-78.1328,5.11,83,100,10.98,CA,light snow
539,Lovozero,68.005,35.0117,15.35,95,100,6.82,RU,light snow
540,Longhua,23.6137,114.1919,58.86,87,100,3.38,CN,light rain
541,Tessalit,20.1986,1.0114,83.03,14,11,8.61,ML,few clouds
542,Nemuro,43.3236,145.575,35.37,71,74,18.84,JP,broken clouds
543,Nongan,44.382,125.1685,31.48,51,0,10.38,CN,clear sky
544,Malakal,9.5334,31.6605,83.57,16,40,5.68,SS,scattered clouds
545,San Pedro,14.35,121.0167,79.83,76,20,3.44,PH,few clouds
546,Atar,20.5169,-13.0499,76.64,15,91,3.8,MR,overcast clouds
547,Fare,-16.7,-151.0167,82.15,72,15,14.45,PF,light rain
548,Bakchar,57.0186,82.0711,-2.67,100,72,3.76,RU,broken clouds
549,Domoni,-12.2569,44.5319,79.81,83,100,2.77,KM,light rain
550,Makakilo City,21.3469,-158.0858,79.12,64,100,10.36,US,overcast clouds
551,Slave Lake,55.2834,-114.769,35.58,69,0,4.61,CA,clear sky
552,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,100,100,4.47,RU,heavy shower snow
553,Tabou,4.423,-7.3528,80.31,87,86,4.52,CI,overcast clouds
554,Uravakonda,14.95,77.2667,83.37,39,8,4.05,IN,clear sky
555,Tacuarembo,-31.7333,-55.9833,66.16,74,0,4.61,UY,clear sky
556,Rocha,-34.4833,-54.3333,66.27,48,0,4.92,UY,clear sky
557,Port Macquarie,-31.4333,152.9167,67.89,100,75,1.14,AU,light rain
558,Botshabelo,-29.2702,26.7052,49.37,35,4,5.66,ZA,clear sky
559,Pilot Butte,50.4668,-104.4178,38.93,58,75,23.02,CA,broken clouds
560,San Jose,37.3394,-121.895,68.11,61,75,16.11,US,broken clouds
561,Sola,-13.8833,167.55,82.26,74,98,10.22,VU,overcast clouds
562,Kavaratti,10.5669,72.642,82.36,74,2,6.49,IN,clear sky
563,Tabuk,17.4189,121.4443,72.09,88,3,2.89,PH,clear sky
564,Verkhoyansk,67.5447,133.385,-16.47,98,51,1.81,RU,broken clouds
565,Ennis,52.8436,-8.9864,48.13,71,0,2.3,IE,clear sky
566,Jiayuguan,39.8167,98.3,47.26,15,93,10.51,CN,overcast clouds
567,Porto Novo,6.4965,2.6036,84.02,80,28,9.69,BJ,scattered clouds
568,Mehriz,31.5917,54.4318,48.7,13,0,5.57,IR,clear sky
569,Los Andes,-32.8337,-70.5983,76.01,23,100,6.29,CL,overcast clouds
570,Ruvo Di Puglia,41.1136,16.4878,52.52,74,100,12.48,IT,overcast clouds
571,Maumere,-8.6199,122.2111,79.0,80,99,2.21,ID,overcast clouds
572,Barstow,34.8986,-117.0228,83.39,12,40,25.75,US,scattered clouds
573,Hare Bay,48.8499,-54.0148,38.55,99,100,11.56,CA,overcast clouds
574,Termoli,41.9888,14.9895,52.77,66,100,4.83,IT,overcast clouds
575,Lagunas,-5.2269,-75.6753,82.13,73,90,5.39,PE,light rain
576,Sawtell,-30.3833,153.1,70.18,94,100,0.0,AU,light rain
577,Finkenstein,46.5623,13.8709,52.14,61,1,3.0,AT,clear sky
578,Cairns,-16.9167,145.7667,79.11,83,97,2.3,AU,overcast clouds
579,Cascais,38.6979,-9.4215,65.93,61,98,5.01,PT,overcast clouds
580,Lasa,46.6166,10.7002,45.01,71,6,0.13,IT,clear sky
581,Ninghai,29.2892,121.4247,49.55,93,100,2.57,CN,overcast clouds
582,Jalu,29.0331,21.5482,62.51,23,0,11.03,LY,clear sky
583,Mikuni,36.2171,136.1519,46.31,58,100,12.48,JP,overcast clouds
584,Livingston,55.9029,-3.5226,48.29,76,0,3.44,GB,clear sky
585,La Romana,18.4273,-68.9728,79.16,83,75,4.61,DO,broken clouds
586,Pacific Grove,36.6177,-121.9166,65.41,70,20,7.0,US,few clouds
587,Viedma,-40.8135,-62.9967,67.71,30,0,5.57,AR,clear sky
588,Hailar,49.2,119.7,8.2,72,3,5.95,CN,clear sky
589,Pangai,-19.8,-174.35,82.51,69,75,8.05,TO,broken clouds
590,Vila Velha,-20.3297,-40.2925,80.55,87,0,14.97,BR,clear sky
591,Muswellbrook,-32.2667,150.9,70.32,95,100,1.07,AU,overcast clouds
592,Uni,57.7535,51.4923,19.85,95,100,10.25,RU,overcast clouds
593,Buluang,13.3068,123.3425,75.04,92,99,3.36,PH,overcast clouds
594,Priiskovyy,51.9333,116.6333,18.5,76,11,5.73,RU,few clouds
595,Kitgum,3.2783,32.8867,67.53,95,100,2.06,UG,light rain
596,Nawa,27.0167,75.0,76.23,13,0,5.59,IN,clear sky
597,Itarema,-2.9248,-39.9167,77.74,89,100,8.57,BR,overcast clouds
598,Kiama,-34.6833,150.8667,69.39,96,97,5.01,AU,overcast clouds
599,Bongor,10.2806,15.3722,84.0,10,13,10.78,TD,few clouds
600,Gat,31.61,34.7642,53.4,86,2,3.91,IL,clear sky
601,Price,39.5994,-110.8107,76.26,9,0,16.11,US,clear sky
602,Vieste,41.8825,16.175,55.42,62,85,4.56,IT,overcast clouds
603,Belmonte,-15.8631,-38.8828,78.33,79,7,6.31,BR,clear sky
604,San Cristobal,7.7669,-72.225,77.18,61,100,4.23,VE,overcast clouds
605,North Bend,43.4065,-124.2243,60.24,91,100,4.61,US,overcast clouds
606,Bosaso,11.2842,49.1816,75.96,59,2,2.82,SO,clear sky
607,Santa Isabel,-23.3156,-46.2214,70.9,97,100,3.87,BR,overcast clouds
608,Kloulklubed,7.0419,134.2556,81.1,79,94,20.04,PW,overcast clouds
609,Porto Walter,-8.2686,-72.7439,74.7,97,92,2.37,BR,overcast clouds
610,Tahoua,14.8888,5.2692,78.51,7,2,12.3,NE,clear sky
611,Ulvik,60.5672,6.9187,42.26,99,100,9.78,NO,overcast clouds
612,Acarau,-2.8856,-40.12,78.49,87,100,9.62,BR,overcast clouds
613,Luanda,-8.8368,13.2343,80.6,83,40,10.36,AO,scattered clouds
614,Shieli,44.1667,66.75,39.54,59,9,6.51,KZ,clear sky
615,Grand-Santi,4.25,-54.3833,74.66,94,94,3.4,GF,overcast clouds
616,Komarikhinskiy,58.0979,57.1163,32.85,97,100,12.17,RU,light snow
617,Daru,-9.0763,143.2092,77.38,91,100,4.81,PG,overcast clouds
618,Minab,27.1467,57.0801,73.72,73,0,3.44,IR,clear sky
619,Nabire,-3.3667,135.4833,74.79,91,100,6.22,ID,overcast clouds
620,Marzuq,14.4,46.4667,65.46,31,5,2.51,YE,clear sky
621,Mumbwa,-14.9783,27.0619,65.12,96,100,3.8,ZM,light rain
622,Saint-Francois,46.4154,3.9054,46.67,81,0,1.14,FR,clear sky
623,Nueva Loja,0.0847,-76.8828,73.42,94,100,2.3,EC,light rain
624,Damaturu,11.747,11.9608,72.52,14,48,9.33,NG,scattered clouds
625,Vitoria Da Conquista,-14.8661,-40.8394,70.97,80,89,10.0,BR,overcast clouds
626,Sharan,54.8167,54.0,28.38,95,100,9.71,RU,overcast clouds
627,Antalaha,-14.9003,50.2788,75.16,91,11,4.27,MG,few clouds
628,Samarai,-10.6167,150.6667,82.38,75,100,2.37,PG,overcast clouds
629,Saint Anthony,45.0205,-93.218,32.86,29,0,8.05,US,clear sky
630,Hamilton,39.1834,-84.5333,41.85,46,0,16.11,US,clear sky
631,La Serena,-29.9078,-71.2542,60.31,88,75,9.22,CL,broken clouds
632,Orlik,52.5178,99.825,-3.19,99,95,1.7,RU,overcast clouds
633,Hatton,6.8916,80.5955,60.84,94,17,2.48,LK,few clouds
634,Lazaro Cardenas,17.9583,-102.2,83.57,42,90,12.21,MX,overcast clouds
635,Muisne,0.6,-80.0333,80.92,74,86,3.69,EC,overcast clouds
636,Marystown,47.1666,-55.1483,38.86,100,100,3.0,CA,overcast clouds
637,Josefina,8.2,123.5333,67.55,93,71,1.07,PH,broken clouds
638,Rumoi,43.9344,141.6428,37.65,73,81,20.47,JP,broken clouds
639,Jiexiu,37.0244,111.9125,44.6,39,11,3.62,CN,few clouds
640,Mantua,45.1667,10.7833,54.64,70,1,3.27,IT,clear sky
641,Dingli,35.8614,14.3822,56.8,94,31,9.22,MT,scattered clouds
642,Sena Madureira,-9.0656,-68.6569,77.09,86,82,1.79,BR,broken clouds
643,Sorong,-0.8833,131.25,79.63,83,100,2.37,ID,overcast clouds
644,Marrakesh,31.6315,-8.0083,68.07,49,40,8.05,MA,scattered clouds
645,Manicore,-5.8092,-61.3003,76.71,96,82,2.68,BR,broken clouds
646,Emerald,-23.5333,148.1667,71.74,88,1,9.22,AU,clear sky
647,Ptuj,46.4201,15.8702,52.34,75,0,4.61,SI,clear sky
648,De Aar,-30.6497,24.0123,69.87,34,3,4.16,ZA,clear sky
649,Saint-Jean-Port-Joli,47.2171,-70.2658,37.89,98,100,5.86,CA,snow
650,Lagoa,39.05,-27.9833,58.93,85,98,12.77,PT,overcast clouds
651,Imeni Zhelyabova,58.9544,36.5956,16.95,91,31,8.23,RU,scattered clouds
652,Erzin,36.9559,36.2,45.19,63,0,2.21,TR,clear sky
653,Anuchino,43.9622,133.0544,30.27,74,23,5.95,RU,few clouds
654,Rovaniemi,66.5,25.7167,18.81,57,100,8.05,FI,light shower snow
655,Ambilobe,-13.2,49.05,73.92,95,43,2.8,MG,scattered clouds
656,Mocuba,-16.8392,36.9856,71.96,98,100,3.06,MZ,overcast clouds
657,Sayyan,15.1718,44.3244,52.68,24,12,6.78,YE,few clouds
658,Watsa,3.0372,29.5355,65.48,93,100,4.34,CD,overcast clouds
659,Francistown,-21.17,27.5079,64.49,90,3,10.07,BW,clear sky
660,Balkhash,46.844,74.9804,31.42,90,18,8.77,KZ,few clouds
661,Sakakah,29.9697,40.2064,49.57,18,0,5.75,SA,clear sky
662,Bull Savanna,17.8868,-77.5902,76.48,70,67,1.79,JM,moderate rain
663,Rio Grande,-32.035,-52.0986,73.51,63,1,1.16,BR,clear sky
664,Inndyr,67.0338,14.0276,35.64,94,100,15.35,NO,overcast clouds
665,Alihe,50.5667,123.7167,13.86,94,86,1.81,CN,overcast clouds
666,Hovd,48.0056,91.6419,31.73,46,4,8.12,MN,clear sky
